text,sentiment
 omg in your pic youu look so cuute  ,2
 don t think you would be happy if you were   ,2
yay cheerleading when im sick  its gonna be a fun  night peoples,2
 i can t i can t i can t  i m sad     i m from venezuela ,0
lee lol a bugg to school thats awsome,2
we should so go for the cobra cam idea,1
happy birthday to meeeee   excited to go out tonight  but i m gonna miss my girl,1
 no idea what that means bb,0
my grandparents cat may die    i love that cat  i swear if he goes         ,1
 happy mother s day to the only mother i have on my list ,2
 i tried that but i can only use import export for contacts saved locally on my outlook  thanks though,2
    days to go  happy birthday for then,2
 hahaha u can use my phone everywhere    just use a wi fi,2
 yeah well a deadline is in t  hours  that s architecture for you  oh well    mmm that coffee sounds like a good idea,2
can i get tonight s sytycd online anywhere   streamed like hulu or paid like itunes  i missed my favorite judge and now i can t sleep ,0
endless streams of tea        it s a holiday day here    how do i know  it s raining,1
 your not in school,1
 im  too,1
just got bullied by dillah   help ,0
 what lol ,1
 some days you must look hard for that good thing ,2
i m so worn out  this week has sped by soo fast  gonna ask mum if we can go to the movies  i m desperate,0
lookin  at spreadsheets so long my eyes are crossing   ,0
 no way   those are great words   boys don t get to own them     oh and was it your bday ,1
  drool  i still need to   the first one,1
  word  yayy twitter after dark lol ,2
so   primavera is in barcelona  in spain  surely ruth lorenzo must be here  right  btw jarvis has a walking stick,1
 well  guess we just make a pretty great pair   so  i don t think our birthday date is going to happen     ,0
come on knight    it s been well over  hours,1
been town with the mother  nice   sunnny,2
 time to leave a passive agressive note to the owners   it s not the dog s fault    it s their      owners,0
congrats to all graduates  such a beautiful thing   big deal  i wish i cudve attended my lil man ryan kdg graduation    feel very sad ,1
 i don t think i can bear such cuteness this early in the day  kudos to fair empress,2
 its taking forever to upload,0
longest trackk meet everrr,1
 hey hey  i m only finishing on the  of june,1
well   looks like hurdle is out ,1
yay for having a giant headache  stupid glasses ,0
my twitter looks funny  someone help ,0
 what does it matter  we all love you   take your pick  ha ,2
is working all weekend,1
it is   i m wrecked  i m hungry   i have to get up early  not the perfect fri night lol night,0
 loool   thats just the way things are ,1
 thank you  it s sunny outside so that s a good start,2
just have to say again how much i like the new twitteriffic,2
 lol  i know,1
whatever  i give up  my phones about to die anyway   next time,0
hey   i dont know how to use this   ,1
 trust me  that s a good thing  your  something self will thank you ,2
 i wont have time to buy  and i need a new binder pa,1
    wow  a nice laptop,2
first impression of silverlight  sadly  based on what i saw today  it s quite problematic,0
last day of work     but everyone is making it so great ,2
really nice outside   i m stuck at work,1
my heart has been beating irregularly ever since last night  i don t want to explode or implode,1
is getting ready to start the work week   work  off  then work  more  it s not bad  have a great one everybody  ,2
bored fixed the internet for my dad but now im bored to death,0
 thanks for the follow   raises hand  i am,2
a headache once again ugh,0
 hey thought ud be on here most likely  im stressed out  i really dont know why  x,0
ooh i have snazzed up my profile with summery colors,1
last leg of my travels today  totally exhausted  but thank goodness  ed  is keeping me company,1
next to my birthday  mother s day is my favorite day of the year   the one day i don t feel guilty for slacking just a little    aaaahh   ,2
 good girl  sarah  now we ve got ourselves a club,2
 if i can get a ticket  but the pickings are lookin slim soo prob not,1
being far too vigorous with pruning and regretting the removal of too many cucumber flowers off cucumber plant ,0
 it shall be mine   it shall    be mine     raises eyebrows ,1
they are unloading a leopard tank just next to my office window  hope i didn t piss off anyone,2
new favorite group has to be j davey hi low is my       why don t the really flygroups come to miami hell florida  and no rock the bells,1
 know exactly what you mean  i ve lost too many friends  i do feel for you all,0
home sweet home by carrie underwood makes me sadd,0
im really bored  anthony is doing senior board       and im hungry and cold ,0
justin timberlake and leonard nimoy  and a      in the box sequel  priceless,2
 yup unfortunately  took today off work and just slept all day ,0
at the reception eating some nasty      pasta woot  but other than that its beautiful ,1
 anyone with big fingers  but i ve loved it   ,2
 i haven t had a good homemade flour tortilla in ages ,0
 ok     you are such a wild one   can only imagine this one   ,1
 i think  bucks and i dunno,1
wishes a happy mother s day to all mothers  especially her own   ,2
now i feel really really bad   sorry,0
 liesboystell your the only one  i love  they really have several women ,0
 ekkk  thats ruff  hope you have a safe flight and good meeting,2
swiped the last package of fruit snacks  hell yeah  finished catch   what shall i read next    i m such a nerd,0
 i saw this link  but i get an error on the cnn site when i open this page and cannot read the article ,0
two day hangover,1
 good afternoon  hope you have a great week,2
now i want ice cream but it s so expensive ,0
is working hard or maybe thats hardly working,0
 what  i was being serious ,0
nothing  do   boooooooo  i m totally bored ,0
i have to put it out there       i adidas josh denyer  xoxoxoxoxoxo,1
kids  b day party picnic  in canazarro park   the other half  hurts  today,1
this sux but took like  minutes  going to sleep finally  ,0
    i don t know why i always click on your doughnut pictures    lol i always end up wanting one,1
good morning  just bought flowers for mothers day and now it s breakfast time,1
thinking bout maddies comments,1
well      the beginning of a new week and guess where i am      at the office   days till friday     ,1
 you should hate your gender less  not all men are bad  in fact  i quite like mens ,1
i m quite afraid to string now since i don t have any   wire use,0
in weho  they re are playing a lot of brit,1
it s the weekend but  year old is grounded which makes me grounded too,1
just saw star trek with the boo   now off to bed  never again will i go to a vallejo theater  happy mothers day to all   i love my mommy,1
stack i wish i could go to both but i don t think i ll be allowed  p either way with two shows going your bound to get a ticket,1
ncp no longer has job placement,0
 awe  i miss him so much  they re on  vacation   which has lasted for like  six months  and i miss you ,0
 whats up today    missed the  coffeeclub that day,0
sam and sean are teasing me saying they are gonna get wings without me,1
is feeling sick  probably a summer flu,0
swolen as shitt  boo hoo,0
 too bad i dont have either,0
 it was way worse than that    and where were you why didnt you say hello ,0
my wife lost her sprint blackberry  on a bike ride in am   anyone have an extra bb laying around  retweet,1
  not the same   can we party tonight jig,1
 it s becoming a very tough race  linda is indeed very talented  but someone has to go every week   we cut two this week ,0
    ã â â½ã â â½     ã â â½ã â â½   i bet  man i wish i coulda went some whr  i didn t even go out here  i was home all weekend   nyt life sux here,0
 also  try friendly fires if you haven t already heard them  great stuff  and florence and the machine  great  great music,2
good morning everyone  it s back to work for me   so won t be able to chat until tonight   i hope everyone has a great day ,2
off to bed for the night  goods night everyone,2
i lost my nintendogs  it s very upsetting ,0
recovering from a bad fall at lunch  great start to the weekend ,2
needs to mug for chinese a s but doesn t feel like it ,0
 yes  its a common thing  don t you remember  i promised you and nic i wouldn t stress online  clearly not kept,1
had an answered prayer which caught me by surprise  lord  you are amazing ,2
i m at the cubs game and it is so cold  i think its going to rain ,1
on the airport in philadelphia at the moment  waiting for the plane to leave in about an hour  just six more hours on a plane,1
   it is interesting that  generates a setup script for uninstall ,2
looking at tabs for all of the  boys like girls  songs,1
yes man was good,2
at dancing   waiting for my turn  hope i get my newww cd with the funky reel music todayy   ,0
really fun day  gahhh i want my new phone this razr is killin me,1
found any decently priced breakfast yet  i hope you do  ,1
 i think that s cutting off the url so the pic doesn t turn up     mishaneedschapstick,1
mother s day breakfast is over  getting back to work now  back on rails,1
loves her david soooooo much  ,2
creek no worries   thank google  there s nothing you can t find on there ,2
 oh  good idea about putting them on ice cream,2
 i don t have any excuse other than night shifts  we got our orphan lambs from a local farmer so we cheated,0
just cried all the way through the final episode of er    and the  previously on er  documentary about it ,0
euhm i m french and i don t really understand english   poo  ,1
tonights been boring ,0
   oh foa real   i didnt really keep up with what was going on  too many diff storys n stuff hey   wish he neva did it ,1
work work work  my desk is a sea of papers and i am the dinghy being tossed about in its waves ,1
 doesnt work already,0
  morning,1
    great photo  bravi  we are looking forward for the upcoming pilot in italy too,2
  that s the worst dream ever  weird to think all of those thoughts are in your subconscious ,0
going to bed  good night everyone  i love you all  or should i say good morning    sweet dreams,2
 i am a bit more curious  how much did you pay for it ,2
browsing through the web  and expecting to see the pms forum back up  but no luck,0
 i totally owe you a week of on call duties   i appreciate not having those while jill is in town,2
becoz of leg sprain nta ble to do proper wrkouts  worried shud dis hapen wen i satrted dieting   ,0
 i m grateful that my kids also don t like them  lol   textbooks are a tool  not the sole means of education,1
 sanjaya forever  hahahahahaha    ,1
 it s a modded   so you can t send it back   that red ring of death sucks   it took weeks to get mine back from microsoft ,0
 u just got me real excited cause i thought teniece was on twitter   ,1
can t believe preseason doesn t start until august  football with drawls  ,0
i think my bicycle and i just freaked out a custodian  who wouldn t have let me in the building if i didn t let myself in with a key,0
i honestly feel like i m not healing or getting any better  this is not good,0
 i see,1
i love when i have time for starbucks,2
is envious of people not in long distance relationships   she s all mushy with no one to cuddle ,0
push was amazing,2
 actually there was this other guy i thought i didn t know but turns out i did know from a previous party   ,1
 zomg so cute matt       thats a good movie,2
noghty night twitterific twitter tweeting pals,1
 i have yet to understand any sentence u have ever typed but it s kinda fun like learning a foreign language i love to quote u ,2
richards a man loves his sweetheart the most  his wife the best  but his mother the longest  happy mother s day,2
late news then it s off for some much needed zzzzzzz       goodnight tweets ,2
i wish people would leave jon   kate alone  i really like that show,2
burnt from the lake,1
 i m fine thanks  wbu ,2
 i second this   ,2
iã â â½ã â â½m home  i hate school  now im going to do do something fun because i have very boring  i want to have something to eat  soon back ,1
    the tsx is nice just cuz it s a new car  handles nice but doesn t have the horses of the tl s,2
 kewl  i only got my iphone and gotta hope it lasts all weekend  only got a shuffle  might bring that anyways    see ya  ,2
 i m suffering from the internet that works bad  only sites hosted on russian servers are available for me,0
arghhh   my korean dvd can t see  i need to laugh  ,1
i think i have a fever,1
on way to exam  very very nervous  bah,0
packing   ,1
 oooh  goodluck for the rest of them,2
ugh   las  vegas airport is at a  ground stop  which means i m stuck in the plane on the tarmac  again  at lax ,0
style  i like it,2
good monday morning to everyone  hope everyone s week is off to a successful start,2
morrningg  just slept for  hours and now i have a headache d ,0
d lab on mit open courseware  there goes my chances of getting any work done in the next few weeks,1
  darnit   see what happens when i avoid teh interwebs for work ,1
is crying  because the school years over  i wont get to see my teachers   i wont get to see johnathan       ,0
 lol  you know me  i aim to please ,2
adobe after effects and ms sql server   nice  would it be nicer if i just sleep ,2
i need to get my life together aka my apartment all cleaned and back how it was before my birthday,1
  what s the deal ,1
 so my son is not the only one   that s really nice to know   he really is good at being three  and dh will be late today,2
 good luck with you finals   ,2
 hey luis  thanks   i have flash and my prof s code to thank for that    cough ,2
 yeah  it s good  if you re not going to use it  give it to me  i want to watch star trek,2
i love the lady from the progressive commercials she s so funny,2
not eating lunch with my wife like i wanted to,0
i need new socks,1
 can t you guys do something on co op about grim fandango  don t you wanna see it on xbla psn  call tony plana   call tim  ,1
guten morgen  good morning ,2
going to the alley tonite  happy birthday prima,2
i failed my maths exam today  fxxxmylife,0
mortified  could lose my job,0
 you should add your blog to cmf ads,1
for the whole time  ,1
tallblonde     hello     and thanks for the follow ,2
i ruined my lunch by eating half a bag of cheddar popcorn    now i feel sick ,0
     it  the guys aren t at    i hope they win though,2
   see miles away,1
     marks the end of our roommate era  and you never made me empanadas again ,1
is in skwl now  and i dont really wanna study   i saw him     j   i and makes me feel down  ,0
 now that sucks     p i  i s  ã â â½n eleg c  jay leno nu va mai avea o alt  emisiune sau ceva ,0
looks like i got a new job,2
i saw nomes on twitter  but i m still not waking up,0
 lol i wos gona send mine in bt i was too late      ,0
i didn t catch the jonas brothers facebook webcast     it already ended when i logged in to my facebook account   ,1
trying to fix my internet connection   guess my  prayers  have been answered and i wont have any study distractions  ugh,2
home bound for mothers day,1
it s after  am     i think it s time to bed     have a good night twitts      ,2
 i had had a baked dinner yummy  cant wait for new short stack tv  what kind of dips shall it be ,1
my saying now  ,1
cruising  serious eats ny  does not bode well for a future in ga  missing nyc gastronomical tour    ,0
may the forth be with you      ,2
bass drum heads breaking equals bust  who needs tickets for may   you ,1
 i m dying to read it   i hate england ,1
no more arrested development  i am sad ,0
i dont want to be home all by myself all weekend                what should i do ,1
 fickleness seems appropriate for a twitter user,0
gatorade first thing in the morning   yumyum  feeling shattered but must arise and revise for it tomorrow ,0
 i only happened to look on a random chance  timing is everything ,1
its so sad when the dad dies  hakuna matana it means no worries for   ,0
i m in tantra  anyone from kirki will know how sad this is  i m drowning my sorrows   ,1
  i miss all you ok girls     happy mother s day to all y all ,1
going home but will be back  after i get groceries and stuff,1
all you moms  get ready to enjoy your much deserved special day ,2
 nooooooooooooooo  well the  will prob be out in june but that doesn t help u now,0
 snap to grid  i just realized that i haven t seen iqbal in  days ,1
sighs  well i accidentally clicked back space on my mouse,0
almost  more hours then i m out of work  time couldn t go by any slower ,1
this may sound stupid    but i just bought a mask,0
 i m sure mayor brainard will be thrilled to hear that you re a fan ,2
 we found a ride,1
 my fav cd,2
 you hate her  i love her   presentation got cancelled  i got up at  and went in to work today for this pitch  ,0
 yeh yeh  i would switch to cingular  but i have more friends on t mobile  free minutes  yo ,1
 lol nttn much juss mad that its been raining all day  and to add to that i dnt think u following me  ,0
just woke up and saw that the sun isn t out  i need to start waking up early,1
 that sounds cool  and you re paying   even better,2
 awww  its cool  i ate too much ice cream,2
  yess    it s awesomee   and u can follow ur love molly hahah      now u can chat with us here ,2
promised myself not to eat crisps but im starving and theres nothing else quick to eat,1
 its ok mate i stayed in as well  losers aren t we,0
 the little weeping nervous girl was put through    along with a  yr old quite good dancing boy  greg the lovely singer came ,1
brown theres a holy version of hell  lol   i cant stop  i need for it to be a trending topic   be nice   whispering  redmango lol,1
 i wish i was in va too,2
 thanks      ,2
carter your video is set to private  ,1
re  so  finally finished catching up with your blog   no mention of any wedding details     do tell  at some point   ,1
 i m pretty sure he s every main character we ve ever written  that or ,1
sleep sounds good right about now,2
going to bed cuz i have to get up at like seven thirty or something tomorrow  today was actually not that bad of a day ,2
 great podcast   i wish you guys had more chi shows this summer   the only times i will see you will be at alpine,2
i don t think my friends like me anymore   via  zenjar  ,0
says headache  ,0
congratulations to manny  pacman  pacquiao  you ve made every filipino proud of being a filipino ,2
 awww sowy shortie,0
feet hurt   finally in bed   will not forget this crunch when it s over   very very productive day today though,0
 lol that s great  for you ,2
youtube isn t working   and i wanted to watch britains got talent   i m debating about having a pity party ,0
just in imagination,1
 gonna go home and try to take a nap  i am emotionally exhausted       i will be in after    ,0
  i blocked him too  lets hope it just goes away forever,1
is there a cvs equivalent to  git status  ,1
the mission to wales to find the worlds greatest welsh cake with  was a success   as none are better than my nan s,2
 yes  i feel the same   i ve still got lots in boxes   it s so fun though   got to my new place yesterday ,1
fact   ihate directv ondemand w a passion that burns w the white hot intensity of  suns  fact   imiss comcast  like a lot,0
  hired all the smart monkeys for e mail marketing   ,1
trying to get some work done not too happy about work situation,2
  haha i know  it was super easy too  i sat at the toy counter and gave kids what little toy they wanted with they re tickets ,1
sweet  yeah my mate from g town jus sed blue martini is tha spot  so ill check it out  good lookin out,1
deb you have to email her   she only gets what people want in so they aren t on the site  shame about the trousers,0
  i m real,1
 ashotn looks great  and you look fantastic as always  you two still have the newlywed glow  and that s forever   true love,2
     it has just hit me i have school tomorrow  o ahaha  i ll stay on til  i think      ,0
 i wish for kiau to go cat heaven too  and meet my seuss,1
strawberry margaritas   baked stuffed shrimp  ,1
my my i have never watched so many movies in one night with my mommy,1
up isnt im  d  ,1
 thanks hun  next time we ll all go again,2
 and how are you going to make it up to me,1
umm   why will it not let me change my background   im twitter challenged ,0
sitting in the kaust offices  sun is shining and surrounded by busy people    ace,2
 did i miss the fun ,1
starting out  bday bash with a blue moon    photo  ,1
lol how i met your mother,1
 that was a really good interview to read  really enjoyed it  x,2
at work  then back to my baby s house,1
 abrams has his quirks for sure    i ll summarize my post like this  decent flick  but not a  star trek  story ,1
this phyllis hyman unsung story is so sad,0
happy mother s day to my mom   that lady is the coolest  i love u ma ,2
 because those companies that make the bag sealers will go out of business ,1
can t believe those idiots buzzed out the juggler ,0
chatting with some of my old classmates  hellyeah fun but we have some of very weird conversation haha   hello  bbm lo error ya ,1
  dany  meet sorcha  sorcha  dany    now you know each other    p,1
charbotgreen has been suspended   unusual activity   ,0
my assistant had me watch the notebook  i miss deborah,0
 my neighbour is fond of loud nickelback ,2
 good morning  nothing in particular  meeting people and having drinks this evening  what are you doing with your monday ,2
 hahaha  i think you re pretty far from me  maybe next time though,1
i just lost my favorite pen  good thing i have a back up  d,0
  oh noooo   if i blow a tire you re reaaaally going to have to send up some batman smoke ,1
 ahh well he can only spend short amounts of time on because of his mum  you should scroll back at our msgs       ,1
         i m wondering if you re as awake as i am   ,1
got fully denied tonight  sleep time now  lnd in morn ,0
   too bad vo got me sick i think    i don t even have meds to feel like you ,0
i just saw a pony that used to live in front of my house again  he s developed cushing s disease tho,0
home sweet home  i think no  huaaaa,0
 i know i enjoy watching you two on twitter  about as entertaining as the comic   that i miss,2
twnzfinest happy birthday  sweetie  have a great day in the best place of the word  sorry chicago  jeje,2
 i just read your twitter bio  love it  very clever and cute  i m all about smiles ,2
 nah they were mine   had ones without fingers,1
magician yes  apnea  but it s not the prob  i m on meds that might be causing this   they help otherwise so much  don t want to stop,1
goodbyeeee arizona  see you in  weeks ,0
loves that lubbock is wet  its about time  no more strip runs,2
rey mysterio is so awesome,2
ugh  i was so hungry i scarfed my lunch before i even thought to take a pic     feastfriday,1
 just going through some of his tracks in itunes and buying his awesome tracks i don t have  loving it,2
i m way to sleepy   ill watch my shows lata  good nite twit fam    god bless   xoxo,2
 i know they r lol i hope she does she said she will,2
shower traffic factory yaaaay,1
 i didn t think anyone caught that,1
 i know im inlove with   actually  ,2
ay dios mio   weeks left of college    ah can t wait  ,1
 just the mere fact that you twittered and someone read it  then it matters p s  love your song gravity,2
 then i ll need plenty of quizzes to get through the work day ,1
debaillon,1
 why are you surprised ,1
digging the ideas behind railsbridge  ,1
my roommate tickle loves to ignore me,1
 would be nice if he did,2
oooh   i have a question for you all  does your chain hang low   idk  sorry ,0
   she s going to beamer for the rest of high school  i m so sad  there will be no more prn journal ,0
  and my  him  is officially the  one to say happy mother s day to me   i love it   ,2
 ohhhh  ok  thought that i was going nuts   maybe they will pass through here on the way back ,2
 not if you have to be to work at six   ,1
and  i m accumulating money again  so i can use a fancy finance app  thinking of getting another cd or an ira   saving for a house  crazy ,2
watching freo on a sunday arvo is a good hobby,2
 i am now cleaning,1
  i read somewhere they were restoring the name  hope it happens soon,2
 i just wish  would send a bruh a dm  i won t be on til  so i don t waste my erection on a bot,1
    i always appreciate your  musings  ,2
trying to get this swimmer s ear to go away  ,1
 ah lol okay  thanks,2
u verse is up and blazing at    i don t have anything to download though,1
the horoscopes website i use has all changed around  i like it ,2
 hope you ll be able to join us for future editions,2
so exhausted  can t sleep  i don t like these nights,0
  awww for me i just think she s tooo young or just not ready for it   tis painful to watch her so upset,0
watching        the city at my brothers soccer game  i have totally defited the purpose of coming   hehe,1
 she s good  trying to suss out chap  when i m not working  trying to suss out a lot of things  but meh  you know whatever ,1
i would appreciate it if you would  i am a big tim kaul fan ya know,2
not feeling comfortable with myself today,0
 thanks for the morning laugh  you are just too funny,2
 hahaha i miss bradddd and all of the guys and keith ,0
 awww  that sucks  but they re so awesome when you get one  all squeeky and happy  i only have one left now though,1
blocked the acct for one of my most hated sports teams  that felt really good ,2
 pfftt    i wish  don t have time though ,1
 fail     if you fancy a pit stop and a cuppa you know where i am   lol,0
 thank you  god bless im going to eaat my in in out,2
 i miss you too     and don t say  damn      lol,0
 i would if i was drivin    hahaha  but get me a carol c  special  yeah ,1
 lol you always make me happy   i promise i won t  lol its only  silly  you are up late too my friend,1
 hahahaha definitely   still writing ,1
maybe i m lacking in friday feeling cos more of my trousers won t go on  thunder thighs ,0
i m a bit late  but the new twitterific interface for the iphone is very cool  oh and richie and lauren on their engagement,2
big sugar   yet another   s bandwagon i was too late to get on  next s d bnl should reunite them  kind of like they did for the odds  ,1
took mr timothy for a run  he s quite fast if i hold up his bottom,1
 roflmfao     you love us better  don t you ,2
    i love both your hairsss,2
  thank you   tomorrow is my b day too  i tease my mom and tell her i was her mother s day gift ,2
listening to the falling rain   lalala,1
what the hell is follow friday   don t get it,1
ytony and didn t bring me any      you suck,0
trying to sleep  watching cnn and thinking about todays meeting at work   best buy   in my life  oh well   whatever pays the alcohol,1
  thanks,2
goodnight  actually  great night  seeing daniel tomorrow ,2
stoooopit  stooopit girl   that used to be my bro s rendition of  stop it girl      ,1
power outage  door to freezer propped open   ice cream make for slippy floor  m er f er  ,0
is asking that everyone please join me in praying for my mom she just got home from the er and has to go see a heart doctor,1
 i can t do that   i take it at   or i work through it   those are my options here ,1
i ve got jam  oh yea ,1
i think i just about have all my info syncing properly between my mac  mobile me  and iphone  yay  finally,2
 i don t use it  but i heard that powershell is nice,2
 have to avoid the burning desire to say i already have one  no  no room for piglets  just enough room for chucks,1
 lmao dimples naww thats cute   ok ill try to remember first of winter is dimple day,2
put a pot of eggs on the stove to boil  and forgot about them  then remembered them  min later  wonder if they ll still b good,1
hates continually getting sick whenever he has exams,0
 anniemay omg no fair,0
i m feeling so frustrated   i just can t get things to work  ,0
omg soo tired  on my way home  long busy day   had fun meeting new people and catching up with some people ,1
my dreams have been crushed   spock does not like the ladies ,0
wishes zak wuld trust me enough to give me bac my necklace  i want it back  but he thinks i ll cut with it      ,1
 hah eeee  although understandable   i need a new picture for this thing   but i m all sweaty,1
 oh haha thanks again  that s something new ,2
this is exactly y i hate driving thru dandy   sittin at lights next to a car of asians who r callin out to me    held up a knife  scum ,0
 hey there  what s up  ,1
cloudy day in berlin  just about right to sit in front of a computer all day,1
getting emilie in half an hour  should get up     have a nice day all  talk later i hope,2
 thanks for the heads up  ethan  watching it now,2
 very  i m ill and attempting to remember lots  and nothing is going in ,0
 awww mary i wish i could come but i m going away ,2
wonders if i m d only  dat n church sumtime nt knowng certain sungs  seems like erbdy knows it but u  quickly feel bad cnt sing along  ,0
 bank holiday mondays rock  particularly when they follow the kind of sunday i just had,2
 hahahahahahhaaaa god randy  i miss you   hope you re having a great time buddy  catch a wave for me,1
on twikini while enjoying the sun,2
pissing annoying date stamp on all my pictures  wish i d remembered to turn it off ,0
there s nothing worse than getting a text about a dog that was abandoned in your town,0
 love you   hugs but i m not seeing anything   wondering if i m doing something wrong ,1
lack of plans for tonight  anyone going out ,1
trying to work   ,1
louise yeah  like that,1
uploading photos  ughhhh  i have to go to school early tomorrow  fml  but woo excursion  i win,1
good thing is  they have a computer  bad thing is  it blocks all vidjagame sites  yes  even vgtribune com is blocked ,2
thanks  for shoutin out my mom today  she also says thanks ,2
need to sleep but can t,1
time for bed     got some learning to do tomorrow with an early start  night night good people     ,2
tarrant nice  it s mommas day,2
alright  so day was going well  but got home  and all my potato salad was gone,1
my dad is taking me to school   picking me up tomoz  plus i have drama almost all day  score bludge day,0
brilliant day today  got the car washed and got a washing done  just have to go to work in an hour,2
 i couldn t find any extendable ones ,0
we finally got our graduation gear today  i m so excited  can you believe it  just  days left  aaah  and the sweater is so cozy,2
   horten moss kã â â½,1
 storysize is   and it s posted as a short story  not one liner   but doesn t show up in any news friends can see  only in wall,1
 sorry but there is no parking space  and i just realized i didn t delete one sentence doing copy paste in that email,0
   of them kinda turns me off of it all   and then i buy more of them and dig a deeper hole  etc    ,0
listening to lily allen s last album   it s quite good,2
 cool  ok yeah see i dont have the old files with separate vocals so im trying to punch em all up as one track all i can do ,1
  boo for being at work during  beatwittyparty but at least you re still here ,1
 awww  if i coukd send it from my phone i would  what kind of flair would you like ,0
 it s no secret i m an apple boy  have considered the iphone dark side many times,1
its cold,1
 i couldn t get used to the columns in tweetdeck   there was only room for  or  columns on my macbook ,1
 yaaawn  stayed up too late last night  still gotta work   get up super early tomorrow,1
     a good metaphor in democratic process  truth is better served  not by transparency     but by the opaqueness of private  vote ,2
 i didn t like the new terminator movie  man,0
off to prom  say hi to me,1
shame i ve gotto go to work,0
just found out that they are running a lil behind ,1
evermore   end of fashion rocks  my poor foot though  oww  injured my foot  not good  will be sore tomorrow   details to follow  later,0
 no not yet   ,1
iain well my team couldn t,1
 some great stuff on website today,2
well thats me for the day  watching panthers tonight beat the saints  fingers crossed  cause there are no qld teams playing this round,1
little one s cast is taking a beating  it is starting to show some wear and tear and it has been on less than a week  she is too active ,2
trip to dc next week canceled   so  no artomatic or beer with  ,1
still unbelievably shocked about the firing of the best radio personality  martin streek,0
watching oceans  in vegas   seems so appropriate,2
 lol  based on my last post then  i ll plan on using you as a reference,1
 haha it s ok  i really don t like getting to other businesses so its ok ,0
how i met your mother and scrubs in role  yeah   cause i m fly ,1
i m at work,1
notion video deleted ,1
phone went in the toilet   the truth is i m surprised is hasn t happen sooner ,1
now i m in hmv,1
watching merlin omg he is cute,2
 people from england can watch this one  thankyou,2
working on our baseball fundraiser  get   percent off platium or diamond wedding package if you let us know you saw us on twitter ,1
 my sister is graduating too   i can t afford to buy here anything,0
 very big    zongzi  for lunch  ate more  but not work more work less but eat more  what  can i do w h it  too useless become ,0
 why go winchester when my sister doesnt go there any more    bad times   x,0
i love the start to a fresh new week   tis when i am motivated most,2
guinness at coogars,1
 that s cool  well if you need any more help regarding that  google is your friend  plenty of info on that ,2
 thanks lady  ,2
 yes because i haven t worn jeans in ages,1
for those of you heading out of vancity i ve heard the hwy is closed east bound at cwack,1
no school today  that s greeeeeat ,2
 have a great night  it was so nice meeting you last night  you are a sweetheart   xoxoxo bye for now ,2
just got back from greenlake   it was such a nice day today ,2
just dropped my sistah off   lax      fb,1
sometimes people never learn to shut up and stop talking     ,0
  yes really if it is that time of day again    xxxxxxxxxxxxxxxxx,1
  lol  grey skies as far as the eye can see  which is about  yards,1
confuzzled,1
has just finished uploading my latest chap  finally  now  off to watch the new happyslip vid  ,2
dont get to see my boys tomorroww im sad,0
have a fantastic opening flower drummers   from the all asian cast and crew,2
 me  oh wait wrong state,0
 live  migrates   vmware vsp exams  and a magento config  a quiet weekend at party central,1
newman i just called and it s sold out   bummer  next time ,0
feeling so low and depressed that i m not on holiday,0
 just read that message about u being at stephanie s in greensboro     love it  i miss my home ,0
 the stuff i got was precariously close to ricotta cheese  it didn t help ,1
 you don t reply to none of your fans     i don t know what trust,0
 rude ,0
 i wish we could make a quick trip to la in july  i miss la,0
 ooops  the last link is the same as the first  sry my mistake,0
 that sucks  i m going to be doing summer school   need to catch up on several units,0
 dude    wtf   i text you this morning so that you can take care of me  so uncool      it s confirmed    you hate me,0
 yeah wtf with that  my noggin doesn t take to either,1
molotov go much bamboo  would you like to attempt to structure a sentence that makes sense  why did i fail english and others pass ,0
braxton was up at   untill  and now he won t sleep more than  minutes at a time  it s hard to be a mom on days like this ,0
 me too bb,1
had a nice dinner with mom  i ve started the chicken rolls  they are going to cook overnight  the rest i ll do tomorrow ,2
 days today  i can t believe it s been  months  i m nervous about what i m gonna say later  but i m gonna keep comin back ,0
twitter has spam     oh no,1
 omg that dunk on dampier was massive  big ups    love it   ,2
five o clock can t come any faster,1
rcb trashes mumbai indians      i feel bad for mumbai indians  they just didn t know what hit him   ,0
oficially mother s day  hug   kissa ur mom today more than u do everyday  cooking  her is a good idea  i m making enchiladas suizas   ,2
   hey  lenny  we are waiting you in bulgaria again soon  the concert last year was    omg ,1
krys  running  mud baths and nice french food in napa w  jimming,2
 i  have a visual   i m smiling     see,2
dakota just had a her first bath since being spayed    she was in heaven ,2
 thank you  i really appreciate that babe,2
dinner with the parental unit is always grand,2
 i would watch if i was at home,1
caps lost  argh  but hp game evening was much fun,1
 i love everrything from breadtalk  i would eat the whole place if i could,2
it s raining here  i m stuck inside working today so i d probably be peed off if it was sunny outside  i m now ok with the rain,0
grl love your new profile pic,2
   well  look who s tweeting ,1
 miss u more,0
 hello taylor   just wanna say i ve already voted  u i think  times  haha,1
 the movie takes a lot of digs at the indian movie industry so may not much sense  unless you have followed it long enough,1
justwatched the most depressing episode of jon  kate ever   i actually almost cried ,0
finally  s birthday   can t wait to      ruin it,0
  you don t love me anymore ,0
bought it   now i have to wait   weeks    boo ,1
going on a picnic with my dad   atleast i persauded him out of the idea of walking   cycling  yum  special k ,2
how does this follow friday thing work   i don t have any real followers,1
its so      hot       no air conditioning ,0
had interesting wknd  sleeping saturday   productive sunday  ,2
